subset,asset,split,label,filename,parent_id,method
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0152_amarra_balancim_2650.jpg,12-2020_DJI_0152,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0154_amarra_balancim_2653.jpg,12-2020_DJI_0154,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0154_amarra_balancim_2654.jpg,12-2020_DJI_0154,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0183_amarra_balancim_2655.jpg,12-2020_DJI_0183,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0183_amarra_balancim_2656.jpg,12-2020_DJI_0183,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0184_amarra_balancim_2657.jpg,12-2020_DJI_0184,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0184_amarra_balancim_2658.jpg,12-2020_DJI_0184,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0185_amarra_balancim_2659.jpg,12-2020_DJI_0185,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0185_amarra_balancim_2660.jpg,12-2020_DJI_0185,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0185_amarra_balancim_2661.jpg,12-2020_DJI_0185,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0185_amarra_balancim_2662.jpg,12-2020_DJI_0185,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0186_amarra_balancim_2663.jpg,12-2020_DJI_0186,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0186_amarra_balancim_2664.jpg,12-2020_DJI_0186,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0186_amarra_balancim_2665.jpg,12-2020_DJI_0186,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0186_amarra_balancim_2666.jpg,12-2020_DJI_0186,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0203_amarra_balancim_2667.jpg,12-2020_DJI_0203,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0203_amarra_balancim_2668.jpg,12-2020_DJI_0203,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0203_amarra_balancim_2669.jpg,12-2020_DJI_0203,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0231_amarra_balancim_2590.jpg,12-2020_DJI_0231,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0231_amarra_balancim_2591.jpg,12-2020_DJI_0231,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0231_amarra_balancim_2592.jpg,12-2020_DJI_0231,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0231_amarra_balancim_2593.jpg,12-2020_DJI_0231,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0232_amarra_balancim_2594.jpg,12-2020_DJI_0232,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0257_amarra_balancim_2600.jpg,12-2020_DJI_0257,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0257_amarra_balancim_2601.jpg,12-2020_DJI_0257,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0257_amarra_balancim_2602.jpg,12-2020_DJI_0257,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0257_amarra_balancim_2603.jpg,12-2020_DJI_0257,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0259_amarra_balancim_2606.jpg,12-2020_DJI_0259,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0260_amarra_balancim_2608.jpg,12-2020_DJI_0260,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0260_amarra_balancim_2610.jpg,12-2020_DJI_0260,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0260_amarra_balancim_2611.jpg,12-2020_DJI_0260,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0261_amarra_balancim_2612.jpg,12-2020_DJI_0261,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0261_amarra_balancim_2613.jpg,12-2020_DJI_0261,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0262_amarra_balancim_2615.jpg,12-2020_DJI_0262,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0263_amarra_balancim_2616.jpg,12-2020_DJI_0263,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0290_amarra_balancim_2618.jpg,12-2020_DJI_0290,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0290_amarra_balancim_2619.jpg,12-2020_DJI_0290,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0291_amarra_balancim_2620.jpg,12-2020_DJI_0291,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0291_amarra_balancim_2621.jpg,12-2020_DJI_0291,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0292_amarra_balancim_2622.jpg,12-2020_DJI_0292,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0292_amarra_balancim_2623.jpg,12-2020_DJI_0292,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0292_amarra_balancim_2624.jpg,12-2020_DJI_0292,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0292_amarra_balancim_2625.jpg,12-2020_DJI_0292,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0293_amarra_balancim_2626.jpg,12-2020_DJI_0293,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0293_amarra_balancim_2627.jpg,12-2020_DJI_0293,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0293_amarra_balancim_2628.jpg,12-2020_DJI_0293,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0293_amarra_balancim_2629.jpg,12-2020_DJI_0293,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0320_amarra_balancim_2558.jpg,12-2020_DJI_0320,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0320_amarra_balancim_2559.jpg,12-2020_DJI_0320,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0320_amarra_balancim_2560.jpg,12-2020_DJI_0320,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0321_amarra_balancim_2562.jpg,12-2020_DJI_0321,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0321_amarra_balancim_2563.jpg,12-2020_DJI_0321,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0322_amarra_balancim_2564.jpg,12-2020_DJI_0322,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0322_amarra_balancim_2565.jpg,12-2020_DJI_0322,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0328_amarra_balancim_2566.jpg,12-2020_DJI_0328,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0328_amarra_balancim_2567.jpg,12-2020_DJI_0328,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0328_amarra_balancim_2568.jpg,12-2020_DJI_0328,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0328_amarra_balancim_2569.jpg,12-2020_DJI_0328,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0394_amarra_balancim_2570.jpg,12-2020_DJI_0394,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0394_amarra_balancim_2571.jpg,12-2020_DJI_0394,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0394_amarra_balancim_2572.jpg,12-2020_DJI_0394,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0394_amarra_balancim_2573.jpg,12-2020_DJI_0394,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0395_amarra_balancim_2574.jpg,12-2020_DJI_0395,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0395_amarra_balancim_2575.jpg,12-2020_DJI_0395,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0396_amarra_balancim_2576.jpg,12-2020_DJI_0396,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0396_amarra_balancim_2577.jpg,12-2020_DJI_0396,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0397_amarra_balancim_2578.jpg,12-2020_DJI_0397,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0397_amarra_balancim_2579.jpg,12-2020_DJI_0397,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0398_amarra_balancim_2580.jpg,12-2020_DJI_0398,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0398_amarra_balancim_2581.jpg,12-2020_DJI_0398,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0399_amarra_balancim_2582.jpg,12-2020_DJI_0399,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0399_amarra_balancim_2583.jpg,12-2020_DJI_0399,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0399_amarra_balancim_2584.jpg,12-2020_DJI_0399,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0399_amarra_balancim_2585.jpg,12-2020_DJI_0399,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0402_amarra_balancim_2588.jpg,12-2020_DJI_0402,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0402_amarra_balancim_2589.jpg,12-2020_DJI_0402,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0430_amarra_balancim_2526.jpg,12-2020_DJI_0430,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0430_amarra_balancim_2527.jpg,12-2020_DJI_0430,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0430_amarra_balancim_2528.jpg,12-2020_DJI_0430,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0430_amarra_balancim_2529.jpg,12-2020_DJI_0430,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0431_amarra_balancim_2530.jpg,12-2020_DJI_0431,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0432_amarra_balancim_2532.jpg,12-2020_DJI_0432,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0450_amarra_balancim_2534.jpg,12-2020_DJI_0450,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0450_amarra_balancim_2535.jpg,12-2020_DJI_0450,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0450_amarra_balancim_2536.jpg,12-2020_DJI_0450,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0450_amarra_balancim_2537.jpg,12-2020_DJI_0450,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0451_amarra_balancim_2538.jpg,12-2020_DJI_0451,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0452_amarra_balancim_2540.jpg,12-2020_DJI_0452,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0452_amarra_balancim_2541.jpg,12-2020_DJI_0452,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0453_amarra_balancim_2544.jpg,12-2020_DJI_0453,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0453_amarra_balancim_2545.jpg,12-2020_DJI_0453,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0455_amarra_balancim_2548.jpg,12-2020_DJI_0455,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0455_amarra_balancim_2549.jpg,12-2020_DJI_0455,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0461_amarra_balancim_2550.jpg,12-2020_DJI_0461,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0461_amarra_balancim_2551.jpg,12-2020_DJI_0461,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0461_amarra_balancim_2552.jpg,12-2020_DJI_0461,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0461_amarra_balancim_2553.jpg,12-2020_DJI_0461,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0462_amarra_balancim_2554.jpg,12-2020_DJI_0462,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0462_amarra_balancim_2555.jpg,12-2020_DJI_0462,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0463_amarra_balancim_2556.jpg,12-2020_DJI_0463,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0524_amarra_balancim_2498.jpg,12-2020_DJI_0524,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0524_amarra_balancim_2499.jpg,12-2020_DJI_0524,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0524_amarra_balancim_2500.jpg,12-2020_DJI_0524,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0524_amarra_balancim_2501.jpg,12-2020_DJI_0524,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0525_amarra_balancim_2502.jpg,12-2020_DJI_0525,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0526_amarra_balancim_2504.jpg,12-2020_DJI_0526,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0526_amarra_balancim_2505.jpg,12-2020_DJI_0526,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0527_amarra_balancim_2506.jpg,12-2020_DJI_0527,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0527_amarra_balancim_2507.jpg,12-2020_DJI_0527,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0528_amarra_balancim_2508.jpg,12-2020_DJI_0528,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0528_amarra_balancim_2509.jpg,12-2020_DJI_0528,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0530_amarra_balancim_2510.jpg,12-2020_DJI_0530,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0530_amarra_balancim_2511.jpg,12-2020_DJI_0530,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0530_amarra_balancim_2512.jpg,12-2020_DJI_0530,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0530_amarra_balancim_2513.jpg,12-2020_DJI_0530,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0531_amarra_balancim_2514.jpg,12-2020_DJI_0531,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0531_amarra_balancim_2515.jpg,12-2020_DJI_0531,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0532_amarra_balancim_2516.jpg,12-2020_DJI_0532,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0532_amarra_balancim_2517.jpg,12-2020_DJI_0532,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0591_amarra_balancim_2518.jpg,12-2020_DJI_0591,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0591_amarra_balancim_2519.jpg,12-2020_DJI_0591,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0591_amarra_balancim_2520.jpg,12-2020_DJI_0591,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0591_amarra_balancim_2521.jpg,12-2020_DJI_0591,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0592_amarra_balancim_2522.jpg,12-2020_DJI_0592,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0592_amarra_balancim_2523.jpg,12-2020_DJI_0592,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0593_amarra_balancim_2524.jpg,12-2020_DJI_0593,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0593_amarra_balancim_2525.jpg,12-2020_DJI_0593,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0621_amarra_balancim_2467.jpg,12-2020_DJI_0621,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0621_amarra_balancim_2468.jpg,12-2020_DJI_0621,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0621_amarra_balancim_2469.jpg,12-2020_DJI_0621,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0621_amarra_balancim_2470.jpg,12-2020_DJI_0621,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0622_amarra_balancim_2472.jpg,12-2020_DJI_0622,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0623_amarra_balancim_2473.jpg,12-2020_DJI_0623,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0623_amarra_balancim_2474.jpg,12-2020_DJI_0623,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0644_amarra_balancim_2475.jpg,12-2020_DJI_0644,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0644_amarra_balancim_2476.jpg,12-2020_DJI_0644,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0644_amarra_balancim_2477.jpg,12-2020_DJI_0644,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0644_amarra_balancim_2478.jpg,12-2020_DJI_0644,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0645_amarra_balancim_2480.jpg,12-2020_DJI_0645,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0646_amarra_balancim_2481.jpg,12-2020_DJI_0646,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0646_amarra_balancim_2482.jpg,12-2020_DJI_0646,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0647_amarra_balancim_2483.jpg,12-2020_DJI_0647,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0647_amarra_balancim_2484.jpg,12-2020_DJI_0647,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0647_amarra_balancim_2485.jpg,12-2020_DJI_0647,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0648_amarra_balancim_2486.jpg,12-2020_DJI_0648,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0648_amarra_balancim_2487.jpg,12-2020_DJI_0648,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0649_amarra_balancim_2488.jpg,12-2020_DJI_0649,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0649_amarra_balancim_2489.jpg,12-2020_DJI_0649,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0671_amarra_balancim_2490.jpg,12-2020_DJI_0671,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0671_amarra_balancim_2491.jpg,12-2020_DJI_0671,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0671_amarra_balancim_2492.jpg,12-2020_DJI_0671,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0671_amarra_balancim_2493.jpg,12-2020_DJI_0671,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0672_amarra_balancim_2494.jpg,12-2020_DJI_0672,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0672_amarra_balancim_2495.jpg,12-2020_DJI_0672,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0673_amarra_balancim_2497.jpg,12-2020_DJI_0673,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0704_amarra_balancim_2427.jpg,12-2020_DJI_0704,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0704_amarra_balancim_2428.jpg,12-2020_DJI_0704,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0704_amarra_balancim_2429.jpg,12-2020_DJI_0704,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0704_amarra_balancim_2430.jpg,12-2020_DJI_0704,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0705_amarra_balancim_2431.jpg,12-2020_DJI_0705,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0705_amarra_balancim_2432.jpg,12-2020_DJI_0705,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0706_amarra_balancim_2434.jpg,12-2020_DJI_0706,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0724_amarra_balancim_2436.jpg,12-2020_DJI_0724,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0725_amarra_balancim_2437.jpg,12-2020_DJI_0725,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0725_amarra_balancim_2438.jpg,12-2020_DJI_0725,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0725_amarra_balancim_2439.jpg,12-2020_DJI_0725,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0725_amarra_balancim_2440.jpg,12-2020_DJI_0725,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0726_amarra_balancim_2441.jpg,12-2020_DJI_0726,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0726_amarra_balancim_2442.jpg,12-2020_DJI_0726,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0726_amarra_balancim_2443.jpg,12-2020_DJI_0726,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0727_amarra_balancim_2445.jpg,12-2020_DJI_0727,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0727_amarra_balancim_2446.jpg,12-2020_DJI_0727,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0728_amarra_balancim_2447.jpg,12-2020_DJI_0728,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0728_amarra_balancim_2448.jpg,12-2020_DJI_0728,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0729_amarra_balancim_2449.jpg,12-2020_DJI_0729,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0729_amarra_balancim_2450.jpg,12-2020_DJI_0729,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0729_amarra_balancim_2452.jpg,12-2020_DJI_0729,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0731_amarra_balancim_2455.jpg,12-2020_DJI_0731,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0731_amarra_balancim_2456.jpg,12-2020_DJI_0731,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0732_amarra_balancim_2457.jpg,12-2020_DJI_0732,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0732_amarra_balancim_2458.jpg,12-2020_DJI_0732,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0763_amarra_balancim_2459.jpg,12-2020_DJI_0763,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0763_amarra_balancim_2460.jpg,12-2020_DJI_0763,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0763_amarra_balancim_2461.jpg,12-2020_DJI_0763,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0763_amarra_balancim_2462.jpg,12-2020_DJI_0763,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0764_amarra_balancim_2463.jpg,12-2020_DJI_0764,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0764_amarra_balancim_2464.jpg,12-2020_DJI_0764,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0765_amarra_balancim_2465.jpg,12-2020_DJI_0765,regex
supervised,yoke-suspension,val,good,Fotos 14-12-2020_DJI_0765_amarra_balancim_2466.jpg,12-2020_DJI_0765,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0004_amarra_balancim_2879.jpg,11-2020_DJI_0004,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0004_amarra_balancim_2880.jpg,11-2020_DJI_0004,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0004_amarra_balancim_2881.jpg,11-2020_DJI_0004,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0004_amarra_balancim_2882.jpg,11-2020_DJI_0004,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0005_amarra_balancim_2883.jpg,11-2020_DJI_0005,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0005_amarra_balancim_2884.jpg,11-2020_DJI_0005,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0005_amarra_balancim_2885.jpg,11-2020_DJI_0005,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0005_amarra_balancim_2886.jpg,11-2020_DJI_0005,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0006_amarra_balancim_2887.jpg,11-2020_DJI_0006,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0006_amarra_balancim_2888.jpg,11-2020_DJI_0006,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0006_amarra_balancim_2889.jpg,11-2020_DJI_0006,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0027_amarra_balancim_2891.jpg,11-2020_DJI_0027,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0027_amarra_balancim_2892.jpg,11-2020_DJI_0027,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0027_amarra_balancim_2893.jpg,11-2020_DJI_0027,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0027_amarra_balancim_2894.jpg,11-2020_DJI_0027,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0030_amarra_balancim_2895.jpg,11-2020_DJI_0030,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0030_amarra_balancim_2896.jpg,11-2020_DJI_0030,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0030_amarra_balancim_2897.jpg,11-2020_DJI_0030,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0036_amarra_balancim_2874.jpg,11-2020_DJI_0036,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0036_amarra_balancim_2875.jpg,11-2020_DJI_0036,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0036_amarra_balancim_2876.jpg,11-2020_DJI_0036,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0054_amarra_balancim_2877.jpg,11-2020_DJI_0054,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0054_amarra_balancim_2878.jpg,11-2020_DJI_0054,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0068_amarra_balancim_2858.jpg,11-2020_DJI_0068,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0068_amarra_balancim_2859.jpg,11-2020_DJI_0068,regex
supervised,yoke-suspension,val,good,Fotos 16-11-2020_DJI_0068_amarra_balancim_2860.jpg,11-2020_DJI_0068,regex
