phash,n,cross_subset,paths
8688089cf83f3ff8,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0068_cadeia_isolador_vidro_20_1.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0068_cadeia_isolador_vidro_20_7.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0068_cadeia_isolador_vidro_20_8.jpg
0707bf9f1f3520e0,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0557_cadeia_isolador_vidro_1630_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0557_cadeia_isolador_vidro_1630_5.jpg
0707bf9f1f012060,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0557_cadeia_isolador_vidro_1630_4.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0557_cadeia_isolador_vidro_1630_8.jpg
f53801fffd81091b,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0560_cadeia_isolador_vidro_1632_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0560_cadeia_isolador_vidro_1632_3.jpg
001f170f7ff30000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0628_cadeia_isolador_vidro_1545.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 21-10-2020_DJI_0628_cadeia_isolador_vidro_1545_8.jpg
3c3c00183c3c1c3c,4,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0196_cadeia_isolador_vidro_1863.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0196_cadeia_isolador_vidro_1863_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0196_cadeia_isolador_vidro_1863_3.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0196_cadeia_isolador_vidro_1863_8.jpg
999bdc9898989898,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0448_cadeia_isolador_vidro_1774_5.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0448_cadeia_isolador_vidro_1774_6.jpg
909190d8d8d8c8cc,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0451_cadeia_isolador_vidro_1779_2.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0451_cadeia_isolador_vidro_1779_4.jpg
191b19191919d979,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0451_cadeia_isolador_vidro_1780_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0451_cadeia_isolador_vidro_1780_3.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 25-11-2020_DJI_0451_cadeia_isolador_vidro_1780_8.jpg
3c3c3c083c080018,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 27-11-2020_DJI_0104_cadeia_isolador_vidro_2586.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 27-11-2020_DJI_0104_cadeia_isolador_vidro_2586_4.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 27-11-2020_DJI_0104_cadeia_isolador_vidro_2586_8.jpg
ff00000f2f2f1f07,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 04-12-2020_DJI_0731_suspensao_para_raio_90.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 04-12-2020_DJI_0732_suspensao_para_raio_91.jpg
ef87878703230303,3,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 19-10-2020_DJI_0015_suspensao_para_raio_5.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 19-10-2020_DJI_0017_suspensao_para_raio_7.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 19-10-2020_DJI_0016_suspensao_para_raio_6.jpg
e7c383070f070303,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 20-10-2020_DJI_0216_suspensao_para_raio_468.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 20-10-2020_DJI_0223_suspensao_para_raio_475.jpg
ffc383070f1f3f07,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 20-10-2020_DJI_0217_suspensao_para_raio_469.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 20-10-2020_DJI_0218_suspensao_para_raio_470.jpg
f3e0e0f0f0e0c3e3,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/good/Fotos 20-10-2020_DJI_0326_suspensao_para_raio_459.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 20-10-2020_DJI_0327_suspensao_para_raio_460.jpg
1f3f070607061614,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0092_20.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0092_20_5.jpg
fc7c0008080818fe,3,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0245_72.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0245_72_5.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0245_72_6.jpg
fcfe000018181c3c,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0333_99.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/01-06-2021_DJI_0333_99_7.jpg
fef4c5031b193c80,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0046_194.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0046_194_4.jpg
ec7f64f0d81c3c80,3,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0376_263.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0376_263_2.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0376_263_4.jpg
dbdc6870f9dc10e0,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0376_263_5.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0376_263_6.jpg
ec46000098fffff7,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0591_279_5.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/02-06-2021_DJI_0591_279_6.jpg
072727377f7f77c3,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0180_330.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0180_330_8.jpg
71e0e0f0f0eeeee2,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0370_409_3.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0370_409_4.jpg
fcfc80ec90f8fcc0,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0420_430.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/08-06-2021_DJI_0420_430_4.jpg
3fe0f404183cffc3,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/09-06-2021_DJI_0298_525_2.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/09-06-2021_DJI_0298_525_3.jpg
8f3f3f00003c7d00,3,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/09-06-2021_DJI_0299_526.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/09-06-2021_DJI_0299_526_2.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/09-06-2021_DJI_0299_526_8.jpg
cf8464fcfcec04e4,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0052_621.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0052_621_7.jpg
f321263f3f372027,3,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0052_621_3.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0052_621_4.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0052_621_5.jpg
ffee60e0208c0602,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0374_679.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/10-06-2021_DJI_0374_679_0.jpg
ff83c3c30b1d7f01,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0004_714.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0004_714_2.jpg
fdd880ccc6a70126,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0050_728_1.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0050_728_2.jpg
5ffe00000c1f7e03,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0196_758_5.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/15-06-2021_DJI_0196_758_6.jpg
e02080f4fcf4f8d9,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/Fotos 09-12-2020_DJI_0298_suspensao_para_raio_131_1.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/train/rust/Fotos 09-12-2020_DJI_0298_suspensao_para_raio_131_7.jpg
6e67018181999900,2,False,supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 17-11-2020_DJI_0234_suspensao_para_raio_271.jpg;supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 17-11-2020_DJI_0235_suspensao_para_raio_272.jpg
a1d91bb0de17b030,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0037_9_4.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0037_9_8.jpg
03074f3e1f3f571f,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0073_13.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0073_13_2.jpg
83c3e7e7002fffef,4,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0271_83.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0271_83_1.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0271_83_6.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0271_83_8.jpg
4020181d1f070f0e,3,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0329_98_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0329_98_1.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0329_98_7.jpg
00809c9dd9e2e7ff,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0597_170.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/01-06-2021_DJI_0597_170_8.jpg
81cbfbe7e7e7e7e7,3,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0048_195.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0048_195_5.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0048_195_6.jpg
1881c1e7e7e7f7f7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0141_224_2.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0141_224_8.jpg
477ffb08ae419785,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0334_255_2.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0334_255_4.jpg
89bc3cdd19181f0f,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0379_265_6.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0379_265_7.jpg
c3c3e7e7e7e7e7e7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0527_275.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0527_275_6.jpg
83c3e7e7e7f7f7e7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0527_275_4.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/val/good/Fotos 03-12-2020_DJI_0504_manilha_isolador_superior_270.jpg
c3f7f7ffffe48000,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0528_276_4.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0528_276_6.jpg
00819bffffe7e7ef,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0595_282.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0595_282_2.jpg
c3cbe7e7f7f7e500,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0643_293.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0643_293_0.jpg
e3f7f7fffce32100,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0644_294_1.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0644_294_4.jpg
c7efefff3fc78400,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0644_294_5.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0644_294_6.jpg
2434ffefffd11810,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_3.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_5.jpg
c0ff80fe371850bf,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0055_311_1.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0055_311_3.jpg
008190e3fbef7f38,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0201_340.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0201_340_4.jpg
e0fedff9f010103e,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0202_341_6.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0202_341_7.jpg
00193effff0010ff,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0226_343_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0226_343_6.jpg
24246c767f387057,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0272_378_6.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0272_378_7.jpg
87cfff6ef9a40403,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0322_398_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0322_398_8.jpg
00e3ff7e9f2560c0,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0322_398_2.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0322_398_3.jpg
0481ddddcf27f6fc,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0373_411_1.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0373_411_5.jpg
81e4fceff8d01818,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0083_463_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0083_463_3.jpg
041e780018181b7e,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0084_464.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0084_464_5.jpg
81815ddbfefefcf4,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0184_475_3.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0184_475_7.jpg
000000e0fefffffd,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0405_541_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0405_541_8.jpg
2829fddfffff17f9,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_4.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_8.jpg
32138cf9f9387078,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0483_594_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0483_594_3.jpg
02f7ff0c9ecc2783,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 11-12-2020_DJI_0046_manilha_isolador_superior_917_0.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 11-12-2020_DJI_0046_manilha_isolador_superior_917_8.jpg
00e0ff1b1918181c,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16_1.jpg
00a07e1b1a18181c,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0084_manilha_isolador_superior_17.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0084_manilha_isolador_superior_17_2.jpg
00005c1b1b19181c,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0085_manilha_isolador_superior_18.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0085_manilha_isolador_superior_18_3.jpg
00003ad8d8981838,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0085_manilha_isolador_superior_18_7.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0085_manilha_isolador_superior_18_8.jpg
0060381c3898d81c,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0088_manilha_isolador_superior_19.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0088_manilha_isolador_superior_19_5.jpg
0060e7ffffe76767,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_6.jpg
0000e7e7e7ffffe7,3,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 01-12-2020_DJI_0515_manilha_isolador_superior_27.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 02-12-2020_DJI_0078_manilha_isolador_superior_234.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 02-12-2020_DJI_0079_manilha_isolador_superior_235.jpg
e7e7e7e7e7e7e7c3,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 02-12-2020_DJI_0136_manilha_isolador_superior_222.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 02-12-2020_DJI_0521_manilha_isolador_superior_142.jpg
000007e7ffffffe7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 03-12-2020_DJI_0151_manilha_isolador_superior_326.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 04-12-2020_DJI_0807_manilha_isolador_superior_418.jpg
00e7e7ffffe7e7e7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 08-12-2020_DJI_0653_manilha_isolador_superior_580.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 09-12-2020_DJI_0350_manilha_isolador_superior_645.jpg
00ffffffff000000,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 10-12-2020_DJI_0340_manilha_isolador_superior_756.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 24-11-2020_DJI_0379_manilha_isolador_superior_1474.jpg
c2e7e7e7ffe7e7e7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 20-10-2020_DJI_0108_manilha_isolador_superior_1265.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 20-10-2020_DJI_0109_manilha_isolador_superior_1266.jpg
030777e7ffe7e7e7,2,False,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 20-10-2020_DJI_0228_manilha_isolador_superior_1295.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/val/good/Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296.jpg
181800c9ffe7f3bf,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/08-06-2021_DJI_0089_322.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/08-06-2021_DJI_0089_322_0.jpg
00c000195f677d7f,3,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/08-06-2021_DJI_0285_392_3.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/08-06-2021_DJI_0285_392_5.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/08-06-2021_DJI_0285_392_7.jpg
00009ffffbe3e3f1,4,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0244_649.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0244_649_0.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0244_649_2.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0244_649_7.jpg
e0038347c7c7c7c7,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0270_657.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0270_657_1.jpg
07c0c1e2e3e3e3e3,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0270_657_0.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0270_657_4.jpg
0f1fcfd7f3e3f1fb,3,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0271_658.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0271_658_1.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/10-06-2021_DJI_0271_658_2.jpg
0003f3f3f7c7c7f7,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/11-06-2021_DJI_0121_4_2.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/11-06-2021_DJI_0121_4_8.jpg
07c0c3c7c7e3e3e7,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_718.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_718_0.jpg
f0f3f7ebc3c3e7ef,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_719_0.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_719_1.jpg
0f0fefd7c3c3e3f3,2,False,supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_719_2.jpg;supervised_fault_classification/defect_supervised/vari-grip/train/bird-nest/15-06-2021_DJI_0016_719_8.jpg
