crop_id,parent_id,source_subset,source_split,assigned_split,asset,label,candidate_path,included_in_t3,exclusion_reason
unsup_glass-insulator_test_Fotos 26-11-2020_DJI_0181_cadeia_isolador_vidro_2157,Fotos 26-11-2020_DJI_0181_cadeia_isolador_vidro_2157,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/test/good/Fotos 26-11-2020_DJI_0181_cadeia_isolador_vidro_2157.jpg,True,included
unsup_damper-stockbridge_train_Fotos 11-12-2020_DJI_0308_amortecedor_stockbridge_2310,Fotos 11-12-2020_DJI_0308_amortecedor_stockbridge_2310,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/train/good/Fotos 11-12-2020_DJI_0308_amortecedor_stockbridge_2310.jpg,True,included
sup_polymer-insulator-upper-shackle_val_Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296,Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296,supervised,train,train,polymer-insulator-upper-shackle,good,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/val/good/Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296.jpg,True,included
unsup_polymer-insulator-upper-shackle_train_Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296,Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296,unsupervised,train,train,polymer-insulator-upper-shackle,good,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/train/good/Fotos 20-10-2020_DJI_0229_manilha_isolador_superior_1296.jpg,True,included
unsup_polymer-insulator_train_Fotos 14-12-2020_DJI_0228_cadeia_isolador_922,Fotos 14-12-2020_DJI_0228_cadeia_isolador,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 14-12-2020_DJI_0228_cadeia_isolador_922.jpg,True,included
sup_yoke-suspension_val_Fotos 30-11-2020_DJI_0499_amarra_balancim_6333,Fotos 30-11-2020_DJI_0499_amarra_balancim_6333,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 30-11-2020_DJI_0499_amarra_balancim_6333.jpg,True,included
unsup_yoke-suspension_train_Fotos 30-11-2020_DJI_0499_amarra_balancim_6333,Fotos 30-11-2020_DJI_0499_amarra_balancim_6333,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 30-11-2020_DJI_0499_amarra_balancim_6333.jpg,True,included
unsup_polymer-insulator-upper-shackle_train_Fotos 18-11-2020_DJI_0155_manilha_isolador_superior_1198,Fotos 18-11-2020_DJI_0155_manilha_isolador_superior_1198,unsupervised,train,train,polymer-insulator-upper-shackle,good,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/train/good/Fotos 18-11-2020_DJI_0155_manilha_isolador_superior_1198.jpg,True,included
sup_yoke-suspension_val_Fotos 23-10-2020_DJI_0188_amarra_balancim_4874,Fotos 23-10-2020_DJI_0188_amarra_balancim_4874,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 23-10-2020_DJI_0188_amarra_balancim_4874.jpg,True,included
unsup_yoke-suspension_test_Fotos 23-10-2020_DJI_0188_amarra_balancim_4874,Fotos 23-10-2020_DJI_0188_amarra_balancim_4874,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/test/good/Fotos 23-10-2020_DJI_0188_amarra_balancim_4874.jpg,True,included
sup_yoke-suspension_val_Fotos 11-12-2020_DJI_0248_amarra_balancim_2200,Fotos 11-12-2020_DJI_0248_amarra_balancim_2200,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 11-12-2020_DJI_0248_amarra_balancim_2200.jpg,True,included
unsup_yoke-suspension_train_Fotos 11-12-2020_DJI_0248_amarra_balancim_2200,Fotos 11-12-2020_DJI_0248_amarra_balancim_2200,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 11-12-2020_DJI_0248_amarra_balancim_2200.jpg,True,included
sup_yoke-suspension_val_Fotos 02-12-2020_DJI_0219_amarra_balancim_578,Fotos 02-12-2020_DJI_0219_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_578.jpg,True,included
sup_yoke-suspension_val_Fotos 02-12-2020_DJI_0219_amarra_balancim_579,Fotos 02-12-2020_DJI_0219_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_579.jpg,True,included
sup_yoke-suspension_val_Fotos 02-12-2020_DJI_0219_amarra_balancim_580,Fotos 02-12-2020_DJI_0219_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_580.jpg,True,included
unsup_yoke-suspension_train_Fotos 02-12-2020_DJI_0219_amarra_balancim_578,Fotos 02-12-2020_DJI_0219_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_578.jpg,True,included
unsup_yoke-suspension_train_Fotos 02-12-2020_DJI_0219_amarra_balancim_579,Fotos 02-12-2020_DJI_0219_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_579.jpg,True,included
unsup_yoke-suspension_train_Fotos 02-12-2020_DJI_0219_amarra_balancim_580,Fotos 02-12-2020_DJI_0219_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 02-12-2020_DJI_0219_amarra_balancim_580.jpg,True,included
unsup_glass-insulator_train_Fotos 04-12-2020_DJI_0741_cadeia_isolador_vidro_1202,Fotos 04-12-2020_DJI_0741_cadeia_isolador_vidro_1202,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/train/good/Fotos 04-12-2020_DJI_0741_cadeia_isolador_vidro_1202.jpg,True,included
unsup_damper-stockbridge_test_Fotos 04-12-2020_DJI_0788_amortecedor_stockbridge_1156,Fotos 04-12-2020_DJI_0788_amortecedor_stockbridge_1156,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 04-12-2020_DJI_0788_amortecedor_stockbridge_1156.jpg,True,included
sup_yoke-suspension_val_Fotos 20-11-2020_DJI_0140_amarra_balancim_4298,Fotos 20-11-2020_DJI_0140_amarra_balancim_4298,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 20-11-2020_DJI_0140_amarra_balancim_4298.jpg,True,included
unsup_yoke-suspension_train_Fotos 20-11-2020_DJI_0140_amarra_balancim_4298,Fotos 20-11-2020_DJI_0140_amarra_balancim_4298,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 20-11-2020_DJI_0140_amarra_balancim_4298.jpg,True,included
unsup_glass-insulator_train_Fotos 17-11-2020_DJI_0178_cadeia_isolador_vidro_1519,Fotos 17-11-2020_DJI_0178_cadeia_isolador_vidro_1519,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/train/good/Fotos 17-11-2020_DJI_0178_cadeia_isolador_vidro_1519.jpg,True,included
unsup_damper-preformed_train_Fotos 10-12-2020_DJI_0229_amortecedor_preformado_289,Fotos 10-12-2020_DJI_0229_amortecedor_preformado,unsupervised,train,train,damper-preformed,good,unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 10-12-2020_DJI_0229_amortecedor_preformado_289.jpg,False,asset_has_no_observed_defect_class
unsup_polymer-insulator_train_Fotos 08-12-2020_DJI_0541_cadeia_isolador_151,Fotos 08-12-2020_DJI_0541_cadeia_isolador,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 08-12-2020_DJI_0541_cadeia_isolador_151.jpg,True,included
unsup_damper-stockbridge_train_Fotos 17-11-2020_DJI_0163_amortecedor_stockbridge_3468,Fotos 17-11-2020_DJI_0163_amortecedor_stockbridge_3468,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/train/good/Fotos 17-11-2020_DJI_0163_amortecedor_stockbridge_3468.jpg,True,included
sup_glass-insulator_train_Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854,Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854,supervised,train,train,glass-insulator,good,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854.jpg,True,included
unsup_glass-insulator_train_Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854,Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/train/good/Fotos 30-11-2020_DJI_0098_cadeia_isolador_vidro_2854.jpg,True,included
unsup_damper-stockbridge_test_Fotos 26-11-2020_DJI_0211_amortecedor_stockbridge_6367,Fotos 26-11-2020_DJI_0211_amortecedor_stockbridge_6367,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 26-11-2020_DJI_0211_amortecedor_stockbridge_6367.jpg,True,included
unsup_damper-stockbridge_train_Fotos 07-12-2020_DJI_0018_amortecedor_stockbridge_1471,Fotos 07-12-2020_DJI_0018_amortecedor_stockbridge_1471,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/train/good/Fotos 07-12-2020_DJI_0018_amortecedor_stockbridge_1471.jpg,True,included
unsup_damper-stockbridge_test_Fotos 04-12-2020_DJI_0608_amortecedor_stockbridge_1194,Fotos 04-12-2020_DJI_0608_amortecedor_stockbridge_1194,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 04-12-2020_DJI_0608_amortecedor_stockbridge_1194.jpg,True,included
unsup_polymer-insulator-lower-shackle_train_Fotos 11-12-2020_DJI_0167_manilha_isolador_inferior_604,Fotos 11-12-2020_DJI_0167_manilha_isolador_inferior,unsupervised,train,train,polymer-insulator-lower-shackle,good,unsupervised_anomaly_detection/polymer-insulator-lower-shackle/train/good/Fotos 11-12-2020_DJI_0167_manilha_isolador_inferior_604.jpg,True,included
sup_yoke-suspension_val_Fotos 22-10-2020_DJI_0676_amarra_balancim_4576,Fotos 22-10-2020_DJI_0676_amarra_balancim_4576,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 22-10-2020_DJI_0676_amarra_balancim_4576.jpg,True,included
unsup_yoke-suspension_train_Fotos 22-10-2020_DJI_0676_amarra_balancim_4576,Fotos 22-10-2020_DJI_0676_amarra_balancim_4576,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 22-10-2020_DJI_0676_amarra_balancim_4576.jpg,True,included
sup_yoke-suspension_val_Fotos 27-11-2020_DJI_0563_amarra_balancim_5954,Fotos 27-11-2020_DJI_0563_amarra_balancim_5954,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 27-11-2020_DJI_0563_amarra_balancim_5954.jpg,True,included
unsup_yoke-suspension_train_Fotos 27-11-2020_DJI_0563_amarra_balancim_5954,Fotos 27-11-2020_DJI_0563_amarra_balancim_5954,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 27-11-2020_DJI_0563_amarra_balancim_5954.jpg,True,included
unsup_damper-preformed_train_Fotos 08-12-2020_DJI_0676_amortecedor_preformado_206,Fotos 08-12-2020_DJI_0676_amortecedor_preformado,unsupervised,train,train,damper-preformed,good,unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 08-12-2020_DJI_0676_amortecedor_preformado_206.jpg,False,asset_has_no_observed_defect_class
unsup_polymer-insulator_train_Fotos 17-11-2020_DJI_0300_cadeia_isolador_1645,Fotos 17-11-2020_DJI_0300_cadeia_isolador_1645,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 17-11-2020_DJI_0300_cadeia_isolador_1645.jpg,True,included
sup_yoke-suspension_val_Fotos 10-12-2020_DJI_0107_amarra_balancim_2074,Fotos 10-12-2020_DJI_0107_amarra_balancim_2074,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 10-12-2020_DJI_0107_amarra_balancim_2074.jpg,True,included
unsup_yoke-suspension_train_Fotos 10-12-2020_DJI_0107_amarra_balancim_2074,Fotos 10-12-2020_DJI_0107_amarra_balancim_2074,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 10-12-2020_DJI_0107_amarra_balancim_2074.jpg,True,included
sup_yoke-suspension_val_Fotos 17-11-2020_DJI_0186_amarra_balancim_3261,Fotos 17-11-2020_DJI_0186_amarra_balancim_3261,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 17-11-2020_DJI_0186_amarra_balancim_3261.jpg,True,included
unsup_yoke-suspension_train_Fotos 17-11-2020_DJI_0186_amarra_balancim_3261,Fotos 17-11-2020_DJI_0186_amarra_balancim_3261,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 17-11-2020_DJI_0186_amarra_balancim_3261.jpg,True,included
unsup_polymer-insulator-lower-shackle_train_Fotos 16-12-2020_DJI_0351_manilha_isolador_inferior_827,Fotos 16-12-2020_DJI_0351_manilha_isolador_inferior,unsupervised,train,train,polymer-insulator-lower-shackle,good,unsupervised_anomaly_detection/polymer-insulator-lower-shackle/train/good/Fotos 16-12-2020_DJI_0351_manilha_isolador_inferior_827.jpg,True,included
unsup_polymer-insulator-lower-shackle_train_Fotos 07-12-2020_DJI_0335_manilha_isolador_inferior_341,Fotos 07-12-2020_DJI_0335_manilha_isolador_inferior,unsupervised,train,train,polymer-insulator-lower-shackle,good,unsupervised_anomaly_detection/polymer-insulator-lower-shackle/train/good/Fotos 07-12-2020_DJI_0335_manilha_isolador_inferior_341.jpg,True,included
unsup_polymer-insulator_train_Fotos 17-12-2020_DJI_0039_cadeia_isolador_1988,Fotos 17-12-2020_DJI_0039_cadeia_isolador_1988,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 17-12-2020_DJI_0039_cadeia_isolador_1988.jpg,True,included
sup_yoke-suspension_val_Fotos 16-12-2020_DJI_0081_amarra_balancim_3186,Fotos 16-12-2020_DJI_0081_amarra_balancim_3186,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 16-12-2020_DJI_0081_amarra_balancim_3186.jpg,True,included
unsup_yoke-suspension_train_Fotos 16-12-2020_DJI_0081_amarra_balancim_3186,Fotos 16-12-2020_DJI_0081_amarra_balancim_3186,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 16-12-2020_DJI_0081_amarra_balancim_3186.jpg,True,included
unsup_glass-insulator-small-shackle_test_Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior_42,Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior,unsupervised,train,train,glass-insulator-small-shackle,good,unsupervised_anomaly_detection/glass-insulator-small-shackle/test/good/Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior_42.jpg,True,included
unsup_glass-insulator-small-shackle_test_Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior_43,Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior,unsupervised,train,train,glass-insulator-small-shackle,good,unsupervised_anomaly_detection/glass-insulator-small-shackle/test/good/Fotos 03-12-2020_DJI_0296_manilha_isolador_vidro_inferior_43.jpg,True,included
unsup_damper-stockbridge_test_Fotos 08-12-2020_DJI_0647_amortecedor_stockbridge_1547,Fotos 08-12-2020_DJI_0647_amortecedor_stockbridge_1547,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 08-12-2020_DJI_0647_amortecedor_stockbridge_1547.jpg,True,included
sup_glass-insulator_val_Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298,Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298,supervised,train,train,glass-insulator,good,supervised_fault_classification/defect_supervised/glass-insulator/val/good/Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298.jpg,True,included
unsup_glass-insulator_test_Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298,Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/test/good/Fotos 27-11-2020_DJI_0588_cadeia_isolador_vidro_2298.jpg,True,included
unsup_polymer-insulator_train_Fotos 23-11-2020_DJI_0204_cadeia_isolador_2602,Fotos 23-11-2020_DJI_0204_cadeia_isolador_2602,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 23-11-2020_DJI_0204_cadeia_isolador_2602.jpg,True,included
sup_yoke-suspension_val_Fotos 01-12-2020_DJI_0510_amarra_balancim_108,Fotos 01-12-2020_DJI_0510_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_108.jpg,True,included
sup_yoke-suspension_val_Fotos 01-12-2020_DJI_0510_amarra_balancim_109,Fotos 01-12-2020_DJI_0510_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_109.jpg,True,included
sup_yoke-suspension_val_Fotos 01-12-2020_DJI_0510_amarra_balancim_110,Fotos 01-12-2020_DJI_0510_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_110.jpg,True,included
unsup_yoke-suspension_test_Fotos 01-12-2020_DJI_0510_amarra_balancim_110,Fotos 01-12-2020_DJI_0510_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/test/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_110.jpg,True,included
unsup_yoke-suspension_train_Fotos 01-12-2020_DJI_0510_amarra_balancim_108,Fotos 01-12-2020_DJI_0510_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_108.jpg,True,included
unsup_yoke-suspension_train_Fotos 01-12-2020_DJI_0510_amarra_balancim_109,Fotos 01-12-2020_DJI_0510_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 01-12-2020_DJI_0510_amarra_balancim_109.jpg,True,included
unsup_polymer-insulator_test_Fotos 17-12-2020_DJI_0038_cadeia_isolador_1987,Fotos 17-12-2020_DJI_0038_cadeia_isolador_1987,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/test/good/Fotos 17-12-2020_DJI_0038_cadeia_isolador_1987.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062,Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062,supervised,train,train,polymer-insulator-upper-shackle,good,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062.jpg,True,included
unsup_polymer-insulator-upper-shackle_train_Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062,Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062,unsupervised,train,train,polymer-insulator-upper-shackle,good,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/train/good/Fotos 16-12-2020_DJI_0361_manilha_isolador_superior_1062.jpg,True,included
sup_yoke-suspension_val_Fotos 16-12-2020_DJI_0203_amarra_balancim_3103,Fotos 16-12-2020_DJI_0203_amarra_balancim_3103,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 16-12-2020_DJI_0203_amarra_balancim_3103.jpg,True,included
unsup_yoke-suspension_test_Fotos 16-12-2020_DJI_0203_amarra_balancim_3103,Fotos 16-12-2020_DJI_0203_amarra_balancim_3103,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/test/good/Fotos 16-12-2020_DJI_0203_amarra_balancim_3103.jpg,True,included
unsup_damper-stockbridge_train_Fotos 20-11-2020_DJI_0206_amortecedor_stockbridge_4502,Fotos 20-11-2020_DJI_0206_amortecedor_stockbridge_4502,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/train/good/Fotos 20-11-2020_DJI_0206_amortecedor_stockbridge_4502.jpg,True,included
unsup_damper-stockbridge_test_Fotos 10-12-2020_DJI_0081_amortecedor_stockbridge_2202,Fotos 10-12-2020_DJI_0081_amortecedor_stockbridge_2202,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 10-12-2020_DJI_0081_amortecedor_stockbridge_2202.jpg,True,included
sup_lightning-rod-suspension_val_Fotos 20-10-2020_DJI_0111_suspensao_para_raio_445,Fotos 20-10-2020_DJI_0111_suspensao_para_raio,supervised,train,train,lightning-rod-suspension,good,supervised_fault_classification/defect_supervised/lightning-rod-suspension/val/good/Fotos 20-10-2020_DJI_0111_suspensao_para_raio_445.jpg,True,included
unsup_lightning-rod-suspension_train_Fotos 20-10-2020_DJI_0111_suspensao_para_raio_445,Fotos 20-10-2020_DJI_0111_suspensao_para_raio,unsupervised,train,train,lightning-rod-suspension,good,unsupervised_anomaly_detection/lightning-rod-suspension/train/good/Fotos 20-10-2020_DJI_0111_suspensao_para_raio_445.jpg,True,included
sup_yoke-suspension_train_Fotos 03-12-2020_DJI_0057_amarra_balancim_936,Fotos 03-12-2020_DJI_0057_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/train/good/Fotos 03-12-2020_DJI_0057_amarra_balancim_936.jpg,True,included
sup_yoke-suspension_val_Fotos 03-12-2020_DJI_0057_amarra_balancim_937,Fotos 03-12-2020_DJI_0057_amarra_balancim,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 03-12-2020_DJI_0057_amarra_balancim_937.jpg,True,included
unsup_yoke-suspension_test_Fotos 03-12-2020_DJI_0057_amarra_balancim_936,Fotos 03-12-2020_DJI_0057_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/test/good/Fotos 03-12-2020_DJI_0057_amarra_balancim_936.jpg,True,included
unsup_yoke-suspension_test_Fotos 03-12-2020_DJI_0057_amarra_balancim_937,Fotos 03-12-2020_DJI_0057_amarra_balancim,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/test/good/Fotos 03-12-2020_DJI_0057_amarra_balancim_937.jpg,True,included
unsup_damper-stockbridge_test_Fotos 30-11-2020_DJI_0397_amortecedor_stockbridge_6834,Fotos 30-11-2020_DJI_0397_amortecedor_stockbridge_6834,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 30-11-2020_DJI_0397_amortecedor_stockbridge_6834.jpg,True,included
unsup_polymer-insulator_train_Fotos 14-12-2020_DJI_0639_cadeia_isolador_654,Fotos 14-12-2020_DJI_0639_cadeia_isolador,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 14-12-2020_DJI_0639_cadeia_isolador_654.jpg,True,included
unsup_damper-stockbridge_test_Fotos 20-11-2020_DJI_0240_amortecedor_stockbridge_4463,Fotos 20-11-2020_DJI_0240_amortecedor_stockbridge_4463,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 20-11-2020_DJI_0240_amortecedor_stockbridge_4463.jpg,True,included
unsup_polymer-insulator_train_Fotos 14-12-2020_DJI_0048_cadeia_isolador_1084,Fotos 14-12-2020_DJI_0048_cadeia_isolador_1084,unsupervised,train,train,polymer-insulator,good,unsupervised_anomaly_detection/polymer-insulator/train/good/Fotos 14-12-2020_DJI_0048_cadeia_isolador_1084.jpg,True,included
unsup_glass-insulator_train_Fotos 30-11-2020_DJI_0081_cadeia_isolador_vidro_2836,Fotos 30-11-2020_DJI_0081_cadeia_isolador_vidro_2836,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/train/good/Fotos 30-11-2020_DJI_0081_cadeia_isolador_vidro_2836.jpg,True,included
unsup_yoke_train_Fotos 09-12-2020_DJI_0014_balancim_487,Fotos 09-12-2020_DJI_0014_balancim,unsupervised,train,train,yoke,good,unsupervised_anomaly_detection/yoke/train/good/Fotos 09-12-2020_DJI_0014_balancim_487.jpg,False,asset_has_no_observed_defect_class
unsup_damper-stockbridge_train_Fotos 23-11-2020_DJI_0073_amortecedor_stockbridge_5658,Fotos 23-11-2020_DJI_0073_amortecedor_stockbridge_5658,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/train/good/Fotos 23-11-2020_DJI_0073_amortecedor_stockbridge_5658.jpg,True,included
unsup_glass-insulator_train_Fotos 01-12-2020_DJI_0378_cadeia_isolador_vidro_161,Fotos 01-12-2020_DJI_0378_cadeia_isolador_vidro,unsupervised,train,train,glass-insulator,good,unsupervised_anomaly_detection/glass-insulator/train/good/Fotos 01-12-2020_DJI_0378_cadeia_isolador_vidro_161.jpg,True,included
unsup_damper-stockbridge_test_Fotos 07-12-2020_DJI_0317_amortecedor_stockbridge_1220,Fotos 07-12-2020_DJI_0317_amortecedor_stockbridge_1220,unsupervised,train,train,damper-stockbridge,good,unsupervised_anomaly_detection/damper-stockbridge/test/good/Fotos 07-12-2020_DJI_0317_amortecedor_stockbridge_1220.jpg,True,included
sup_yoke-suspension_val_Fotos 16-11-2020_DJI_0006_amarra_balancim_2887,Fotos 16-11-2020_DJI_0006_amarra_balancim_2887,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 16-11-2020_DJI_0006_amarra_balancim_2887.jpg,True,included
unsup_yoke-suspension_train_Fotos 16-11-2020_DJI_0006_amarra_balancim_2887,Fotos 16-11-2020_DJI_0006_amarra_balancim_2887,unsupervised,train,train,yoke-suspension,good,unsupervised_anomaly_detection/yoke-suspension/train/good/Fotos 16-11-2020_DJI_0006_amarra_balancim_2887.jpg,True,included
sup_yoke-suspension_val_Fotos 20-11-2020_DJI_0087_amarra_balancim_4376,Fotos 20-11-2020_DJI_0087_amarra_balancim_4376,supervised,train,train,yoke-suspension,good,supervised_fault_classification/defect_supervised/yoke-suspension/val/good/Fotos 20-11-2020_DJI_0087_amarra_balancim_4376.jpg,True,included
